year,month,value,anomaly,type
1984,06,12.25,0.41,northern
1984,07,10.22,-1.62,northern
1984,08,7.94,-3.90,northern
1984,09,7.11,-4.73,northern
1984,10,8.87,-2.97,northern
1984,11,11.28,-0.56,northern
1984,12,13.17,1.33,northern
1985,01,14.90,3.06,northern
1985,02,15.72,3.88,northern
1985,03,16.09,4.25,northern
1985,04,15.34,3.50,northern
1985,05,14.26,2.42,northern
1985,06,12.44,0.60,northern
1985,07,10.16,-1.68,northern
1985,08,7.50,-4.34,northern
1985,09,6.93,-4.91,northern
1985,10,8.91,-2.93,northern
1985,11,11.37,-0.47,northern
1985,12,13.18,1.34,northern
1986,01,15.07,3.23,northern
1986,02,15.94,4.10,northern
1986,03,16.10,4.26,northern
1986,04,15.16,3.32,northern
1986,05,13.54,1.70,northern
1986,06,12.14,0.30,northern
1986,07,10.50,-1.34,northern
1986,08,8.04,-3.80,northern
1986,09,7.55,-4.29,northern
1986,10,9.92,-1.92,northern
1986,11,11.77,-0.07,northern
1986,12,13.39,1.55,northern
1987,01,15.22,3.38,northern
1987,02,16.15,4.31,northern
1987,03,15.99,4.15,northern
1987,04,15.34,3.50,northern
1987,05,13.84,2.00,northern
1987,06,12.61,0.77,northern
1987,07,10.81,-1.03,northern
1987,08,7.70,-4.14,northern
1987,09,7.51,-4.33,northern
1987,10,9.33,-2.51,northern
1987,11,11.50,-0.34,northern
1988,02,15.65,3.81,northern
1988,03,16.16,4.32,northern
1988,04,15.23,3.39,northern
1988,05,13.75,1.91,northern
1988,06,12.11,0.27,northern
1988,07,10.11,-1.73,northern
1988,08,7.98,-3.86,northern
1988,09,7.53,-4.31,northern
1988,10,9.51,-2.33,northern
1988,11,11.67,-0.17,northern
1988,12,13.78,1.94,northern
1989,01,15.15,3.31,northern
1989,02,15.58,3.74,northern
1989,03,15.54,3.70,northern
1989,04,14.46,2.62,northern
1989,05,13.05,1.21,northern
1989,06,12.37,0.53,northern
1989,07,10.47,-1.37,northern
1989,08,8.00,-3.84,northern
1989,09,7.08,-4.76,northern
1989,10,9.55,-2.29,northern
1989,11,11.48,-0.36,northern
1989,12,13.47,1.63,northern
1990,01,14.99,3.15,northern
1990,02,15.60,3.76,northern
1990,03,15.90,4.06,northern
1990,04,14.69,2.85,northern
1990,05,13.36,1.52,northern
1990,06,11.77,-0.07,northern
1990,07,9.68,-2.16,northern
1990,08,6.87,-4.97,northern
1990,09,6.27,-5.57,northern
1990,10,9.40,-2.44,northern
1990,11,11.30,-0.54,northern
1990,12,13.26,1.42,northern
1991,01,14.50,2.66,northern
1991,02,15.28,3.44,northern
1991,03,15.52,3.68,northern
1991,04,14.95,3.11,northern
1991,05,13.58,1.74,northern
1991,06,12.29,0.45,northern
1991,07,9.76,-2.08,northern
1991,08,7.46,-4.38,northern
1991,09,6.59,-5.25,northern
1991,10,9.20,-2.64,northern
1991,11,11.10,-0.74,northern
1991,12,13.16,1.32,northern
1992,01,14.75,2.91,northern
1992,02,15.53,3.69,northern
1992,03,15.50,3.66,northern
1992,04,14.72,2.88,northern
1992,05,13.31,1.47,northern
1992,06,12.20,0.36,northern
1992,07,10.70,-1.14,northern
1992,08,7.96,-3.88,northern
1992,09,7.59,-4.25,northern
1992,10,9.64,-2.20,northern
1992,11,11.85,0.01,northern
1992,12,13.45,1.61,northern
1993,01,15.11,3.27,northern
1993,02,15.76,3.92,northern
1993,03,15.90,4.06,northern
1993,04,15.20,3.36,northern
1993,05,13.60,1.76,northern
1993,06,12.06,0.22,northern
1993,07,9.74,-2.10,northern
1993,08,7.39,-4.45,northern
1993,09,6.54,-5.30,northern
1993,10,9.25,-2.59,northern
1993,11,11.71,-0.13,northern
1993,12,13.51,1.67,northern
1994,01,14.86,3.02,northern
1994,02,15.64,3.80,northern
1994,03,15.62,3.78,northern
1994,04,14.98,3.14,northern
1994,05,13.82,1.98,northern
1994,06,12.16,0.32,northern
1994,07,10.30,-1.54,northern
1994,08,7.70,-4.14,northern
1994,09,7.24,-4.60,northern
1994,10,9.53,-2.31,northern
1994,11,11.28,-0.56,northern
1994,12,13.52,1.68,northern
1995,01,14.65,2.81,northern
1995,02,15.27,3.43,northern
1995,03,15.35,3.51,northern
1995,04,14.61,2.77,northern
1995,05,13.22,1.38,northern
1995,06,11.66,-0.18,northern
1995,07,9.22,-2.62,northern
1995,08,6.75,-5.09,northern
1995,09,6.18,-5.66,northern
1995,10,8.97,-2.87,northern
1995,11,10.95,-0.89,northern
1995,12,12.98,1.14,northern
1996,01,14.25,2.41,northern
1996,02,15.22,3.38,northern
1996,03,15.16,3.32,northern
1996,04,14.23,2.39,northern
1996,05,13.14,1.30,northern
1996,06,12.17,0.33,northern
1996,07,10.46,-1.38,northern
1996,08,8.28,-3.56,northern
1996,09,7.91,-3.93,northern
1996,10,9.43,-2.41,northern
1996,11,10.54,-1.30,northern
1996,12,13.12,1.28,northern
1997,01,14.51,2.67,northern
1997,02,15.56,3.72,northern
1997,03,15.61,3.77,northern
1997,04,14.60,2.76,northern
1997,05,13.39,1.55,northern
1997,06,11.98,0.14,northern
1997,07,9.66,-2.18,northern
1997,08,7.35,-4.49,northern
1997,09,6.78,-5.06,northern
1997,10,8.80,-3.04,northern
1997,11,10.89,-0.95,northern
1997,12,13.28,1.44,northern
1998,01,14.85,3.01,northern
1998,02,15.81,3.97,northern
1998,03,15.69,3.85,northern
1998,04,14.91,3.07,northern
1998,05,13.86,2.02,northern
1998,06,11.94,0.10,northern
1998,07,9.67,-2.17,northern
1998,08,7.56,-4.28,northern
1998,09,6.62,-5.22,northern
1998,10,8.89,-2.95,northern
1998,11,10.73,-1.11,northern
1998,12,13.25,1.41,northern
1999,01,14.50,2.66,northern
1999,02,15.41,3.57,northern
1999,03,15.45,3.61,northern
1999,04,15.16,3.32,northern
1999,05,13.92,2.08,northern
1999,06,12.19,0.35,northern
1999,07,9.65,-2.19,northern
1999,08,7.43,-4.41,northern
1999,09,6.29,-5.55,northern
1999,10,9.14,-2.70,northern
1999,11,10.97,-0.87,northern
1999,12,12.87,1.03,northern
2000,01,14.45,2.61,northern
2000,02,15.22,3.38,northern
2000,03,15.30,3.46,northern
2000,04,14.65,2.81,northern
2000,05,13.26,1.42,northern
2000,06,11.80,-0.04,northern
2000,07,9.81,-2.03,northern
2000,08,7.27,-4.57,northern
2000,09,6.36,-5.48,northern
2000,10,8.94,-2.90,northern
2000,11,10.53,-1.31,northern
2000,12,12.80,0.96,northern
2001,01,14.36,2.52,northern
2001,02,15.33,3.49,northern
2001,03,15.64,3.80,northern
2001,04,14.89,3.05,northern
2001,05,13.78,1.94,northern
2001,06,11.75,-0.09,northern
2001,07,9.28,-2.56,northern
2001,08,7.53,-4.31,northern
2001,09,6.78,-5.06,northern
2001,10,8.60,-3.24,northern
2001,11,10.90,-0.94,northern
2001,12,12.83,0.99,northern
2002,01,14.48,2.64,northern
2002,02,15.39,3.55,northern
2002,03,15.46,3.62,northern
2002,04,14.38,2.54,northern
2002,05,13.17,1.33,northern
2002,06,11.77,-0.07,northern
2002,07,9.58,-2.26,northern
2002,08,6.57,-5.27,northern
2002,09,5.98,-5.86,northern
2002,10,8.82,-3.02,northern
2002,11,10.76,-1.08,northern
2002,12,12.81,0.97,northern
2003,01,14.50,2.66,northern
2003,02,15.29,3.45,northern
2003,03,15.52,3.68,northern
2003,04,14.59,2.75,northern
2003,05,13.09,1.25,northern
2003,06,11.85,0.01,northern
2003,07,9.52,-2.32,northern
2003,08,6.93,-4.91,northern
2003,09,6.18,-5.66,northern
2003,10,8.67,-3.17,northern
2003,11,10.27,-1.57,northern
2003,12,12.81,0.97,northern
2004,01,14.06,2.22,northern
2004,02,14.95,3.11,northern
2004,03,15.08,3.24,northern
2004,04,14.12,2.28,northern
2004,05,12.64,0.80,northern
2004,06,11.58,-0.26,northern
2004,07,9.65,-2.19,northern
2004,08,6.87,-4.97,northern
2004,09,6.08,-5.76,northern
2004,10,8.50,-3.34,northern
2004,11,10.63,-1.21,northern
2004,12,12.72,0.88,northern
2005,01,13.70,1.86,northern
2005,02,14.40,2.56,northern
2005,03,14.77,2.93,northern
2005,04,14.10,2.26,northern
2005,05,13.06,1.22,northern
2005,06,11.39,-0.45,northern
2005,07,8.99,-2.85,northern
2005,08,6.32,-5.52,northern
2005,09,5.59,-6.25,northern
2005,10,8.49,-3.35,northern
2005,11,10.45,-1.39,northern
2005,12,12.47,0.63,northern
2006,01,13.63,1.79,northern
2006,02,14.47,2.63,northern
2006,03,14.45,2.61,northern
2006,04,13.99,2.15,northern
2006,05,12.68,0.84,northern
2006,06,11.13,-0.71,northern
2006,07,8.73,-3.11,northern
2006,08,6.56,-5.28,northern
2006,09,5.95,-5.89,northern
2006,10,8.36,-3.48,northern
2006,11,9.83,-2.01,northern
2006,12,12.26,0.42,northern
2007,01,13.80,1.96,northern
2007,02,14.55,2.71,northern
2007,03,14.66,2.82,northern
2007,04,13.88,2.04,northern
2007,05,12.96,1.12,northern
2007,06,11.59,-0.25,northern
2007,07,8.18,-3.66,northern
2007,08,5.40,-6.44,northern
2007,09,4.32,-7.52,northern
2007,10,6.79,-5.05,northern
2007,11,10.04,-1.80,northern
2007,12,12.38,0.54,northern
2008,01,14.08,2.24,northern
2008,02,15.04,3.20,northern
2008,03,15.27,3.43,northern
2008,04,14.44,2.60,northern
2008,05,13.23,1.39,northern
2008,06,11.41,-0.43,northern
2008,07,9.01,-2.83,northern
2008,08,6.07,-5.77,northern
2008,09,4.73,-7.11,northern
2008,10,8.44,-3.40,northern
2008,11,10.61,-1.23,northern
2008,12,12.52,0.68,northern
2009,01,14.12,2.28,northern
2009,02,14.88,3.04,northern
2009,03,15.16,3.32,northern
2009,04,14.58,2.74,northern
2009,05,13.43,1.59,northern
2009,06,11.51,-0.33,northern
2009,07,8.84,-3.00,northern
2009,08,6.29,-5.55,northern
2009,09,5.39,-6.45,northern
2009,10,7.55,-4.29,northern
2009,11,10.25,-1.59,northern
2009,12,12.50,0.66,northern
2010,01,13.85,2.01,northern
2010,02,14.64,2.80,northern
2010,03,15.14,3.30,northern
2010,04,14.72,2.88,northern
2010,05,13.17,1.33,northern
2010,06,10.86,-0.98,northern
2010,07,8.38,-3.46,northern
2010,08,6.03,-5.81,northern
2010,09,4.93,-6.91,northern
2010,10,7.73,-4.11,northern
2010,11,9.87,-1.97,northern
2010,12,12.01,0.17,northern
2011,01,13.62,1.78,northern
2011,02,14.42,2.58,northern
2011,03,14.60,2.76,northern
2011,04,14.18,2.34,northern
2011,05,12.88,1.04,northern
2011,06,11.04,-0.80,northern
2011,07,7.94,-3.90,northern
2011,08,5.56,-6.28,northern
2011,09,4.63,-7.21,northern
2011,10,7.17,-4.67,northern
2011,11,9.98,-1.86,northern
2011,12,12.40,0.56,northern
2012,01,13.80,1.96,northern
2012,02,14.63,2.79,northern
2012,03,15.26,3.42,northern
2012,04,14.74,2.90,northern
2012,05,13.16,1.32,northern
2012,06,10.96,-0.88,northern
2012,07,7.95,-3.89,northern
2012,08,4.71,-7.13,northern
2012,09,3.63,-8.21,northern
2012,10,7.08,-4.76,northern
2012,11,9.90,-1.94,northern
2012,12,12.20,0.36,northern
2013,01,13.86,2.02,northern
2013,02,14.75,2.91,northern
2013,03,15.10,3.26,northern
2013,04,14.38,2.54,northern
2013,05,13.13,1.29,northern
2013,06,11.60,-0.24,northern
2013,07,8.45,-3.39,northern
2013,08,6.10,-5.74,northern
2013,09,5.35,-6.49,northern
2013,10,8.14,-3.70,northern
2013,11,10.22,-1.62,northern
2013,12,12.39,0.55,northern
2014,01,13.80,1.96,northern
2014,02,14.51,2.67,northern
2014,03,14.83,2.99,northern
2014,04,14.20,2.36,northern
2014,05,12.81,0.97,northern
2014,06,11.34,-0.50,northern
2014,07,8.28,-3.56,northern
2014,08,6.23,-5.61,northern
2014,09,5.29,-6.55,northern
2014,10,8.12,-3.72,northern
2014,11,10.33,-1.51,northern
2014,12,12.53,0.69,northern
2015,01,13.65,1.81,northern
2015,02,14.43,2.59,northern
2015,03,14.39,2.55,northern
2015,04,13.96,2.12,northern
2015,05,12.69,0.85,northern
2015,06,11.05,-0.79,northern
2015,07,8.83,-3.01,northern
2015,08,5.66,-6.18,northern
2015,09,4.68,-7.16,northern
2015,10,7.79,-4.05,northern
2015,11,10.06,-1.78,northern
2015,12,12.27,0.43,northern
2016,01,13.53,1.69,northern
2016,02,14.22,2.38,northern
2016,03,14.43,2.59,northern
2016,05,12.08,0.24,northern
2016,06,10.60,-1.24,northern
2016,07,8.13,-3.71,northern
2016,08,5.60,-6.24,northern
2016,09,4.72,-7.12,northern
2016,10,6.39,-5.45,northern
2016,11,9.08,-2.76,northern
